Country;Semester;Electricity Price;time_frequency;energy_product;energy_consumption;unit_of_measure;tax_type;currency;consumption_description;consumption_band
Moldova;2025-S2;3.7486;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;All taxes and levies included;National currency;Consumption less than 1 000 kWh - band DA;DA
North Macedonia;2025-S2;13.257;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;All taxes and levies included;National currency;Consumption less than 1 000 kWh - band DA;DA
Georgia;2025-S2;0.1749;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;All taxes and levies included;National currency;Consumption less than 1 000 kWh - band DA;DA
Serbia;2025-S2;37.68;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;All taxes and levies included;National currency;Consumption less than 1 000 kWh - band DA;DA
Türkiye;2025-S2;2.6779;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;All taxes and levies included;National currency;Consumption less than 1 000 kWh - band DA;DA
Kosovo*;2025-S2;0.1297;Half-yearly, semesterly;Electricity;Consumption less than 1 000 kWh - band DA;Kilowatt-hour;All taxes and levies included;National currency;Consumption less than 1 000 kWh - band DA;DA
Belgium;2021-S1;0.1933;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Bulgaria;2021-S1;0.087;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Czechia;2021-S1;0.1775;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Denmark;2021-S1;0.1225;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Germany;2021-S1;0.1827;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Estonia;2021-S1;0.1111;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Ireland;2021-S1;0.2575;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Greece;2021-S1;0.1366;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Spain;2021-S1;0.1648;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
France;2021-S1;0.1558;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Croatia;2021-S1;0.1076;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Italy;2021-S1;0.1766;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Cyprus;2021-S1;0.1393;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Latvia;2021-S1;0.1207;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Lithuania;2021-S1;0.1026;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Luxembourg;2021-S1;0.1786;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Hungary;2021-S1;0.0797;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Malta;2021-S1;0.1391;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Netherlands;2021-S1;0.2109;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Austria;2021-S1;0.1611;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Poland;2021-S1;0.1006;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Portugal;2021-S1;0.1267;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Romania;2021-S1;0.113;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Slovenia;2021-S1;0.1341;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Slovakia;2021-S1;0.1246;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Finland;2021-S1;0.172;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Sweden;2021-S1;0.156;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Iceland;2021-S1;0.1291;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Liechtenstein;2021-S1;0.2018;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Norway;2021-S1;0.2059;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Bosnia and Herzegovina;2021-S1;0.081;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Montenegro;2021-S1;0.087;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Moldova;2021-S1;0.0805;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
North Macedonia;2021-S1;0.0719;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Georgia;2021-S1;0.0503;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Albania;2021-S1;0.0771;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Serbia;2021-S1;0.0682;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Türkiye;2021-S1;0.0673;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Ukraine;2021-S1;0.0406;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Kosovo*;2021-S1;0.0556;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Belgium;2021-S2;0.2154;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Bulgaria;2021-S2;0.092;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Czechia;2021-S2;0.1926;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Denmark;2021-S2;0.1679;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Germany;2021-S2;0.1877;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Estonia;2021-S2;0.1482;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Ireland;2021-S2;0.2956;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Greece;2021-S2;0.1627;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Spain;2021-S2;0.2089;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
France;2021-S2;0.1665;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Croatia;2021-S2;0.1099;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Italy;2021-S2;0.2108;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Cyprus;2021-S2;0.156;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Latvia;2021-S2;0.1417;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Lithuania;2021-S2;0.1142;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Luxembourg;2021-S2;0.1787;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Hungary;2021-S2;0.0797;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Malta;2021-S2;0.1435;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Netherlands;2021-S2;0.2239;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Austria;2021-S2;0.1701;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Poland;2021-S2;0.0967;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Portugal;2021-S2;0.1311;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Romania;2021-S2;0.1189;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Slovenia;2021-S2;0.1372;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Slovakia;2021-S2;0.1197;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Finland;2021-S2;0.1779;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
Sweden;2021-S2;0.1949;Half-yearly, semesterly;Electricity;Consumption from 1 000 kWh to 2 499 kWh - band DB;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 1 000 kWh to 2 499 kWh - band DB;DB
